ID,Tweet,Label
2876,@USER Easy for the elites to escape the hell the country would be when leftest policies are in force. Take their private jets home beyond their golden secured walls.,No
2877,@USER What the actual fuck I hate that I've seen that with my eyes,No
2878,"#MorningJoe <USER> While we are consumed by the Madness of King Trump, this kind of sh*t is really happening:... <URL>",No
2879,"@USER I'm glad you think so. I know you could kick his ass yourself, but I'll always have your back."" He knows he is doing his best. ""That's awful. That you had to live like that. No child should have to experience such things."" Shitty people like",No
2880,@USER I have to go over Saturday to â€œhave dinnerâ€ no itâ€™s the annual close the pool for the season . Not then big ass round above grounds . They have a huge in ground pool . I know thatâ€™s coming . While gore here . And I donâ€™t mind at all . Lol,No
2881,@USER shit jamming Ju,No
2882,@USER No and theyâ€™re expensive ass hell,No
2883,@USER She is really good for him and told him how he needed to straighten up. I like her and I like them together. Sometimes you just need someone who calls you out on your shit so you can become a better person ðŸ’–,No
2884,@USER Oh shit SJSNSN Iâ€™ve had work every day since I messaged u so sorry Iâ€™ll make it Tuesday!,No
2885,@USER I neither side with the Klan nor Antifa. I stay out of family squabbles. Dems can clean up their own bastard children. Perhaps you could clarify how I do t support the 14th.,Yes
2886,@USER Bruh there were a few times i dropped it and kicked it back up wit my feet and caught it. Now if that aint some G ass shitðŸ˜‚ðŸ˜‚,No
2887,@USER If you go by anything other than he or she you are fucked in the head.,Yes
2888,"What the hell! I rebooted my mac, and without asking me, it decided to spend the next 2 hours updating software. #fail",No
2889,<USER> ass ass ass ass ASS ass ass ass ass ass ass ass ASS ass ass ass. #ass,No
2890,@USER Heard Jeff Hardy thought that the Stoneman Douglas victims were right and that gun control should be improved in the USA which pissed off Randy,No
2891,@USER Easy for the elites to escape the hell the country would be when leftest policies are in force. Take their private jets home beyond their golden secured walls.,No
2892,Wow now im a bitch and its apparently ALWAYS like this. Im ready to be over tonight.,No
2893,@USER Iâ€™m finna say fuck it and get a crispy ass jogging suitðŸ˜‚ðŸ˜‚,No
2894,God I hope Anivia gets a VU soon. Csing on her in hell.,No
2895,Talkin to a rich skank filled up like a sperm bank,Yes
2896,DAMN! Beck to Obama - Either you're delusional or 'the dumbest son-of-a-bitch on the planet'... <URL>,No
2897,"@USER There is no such thing as an Antifa warrior"". They are all coward bitches Marcus Smart is tougher than that by far""",Yes
2898,@USER You are cum,Yes
2899,@USER Who talks shit on buff chicken dip dude itâ€™s buff chicken dip,No
2900,@USER @USER Good for her..... thats some fine gun control. Double tap to an ass,No
2901,@USER What the fuck was that dildo rider antifa fuck going on about?,Yes
2902,@USER I hope they beat his ass in private.,Yes
2903,@USER This asshole @USER ) Lies about Republicans,Yes
2904,@USER is the only one worth slapping your cock on #cocktribute and cumming all over #cumtribute she is my CumSlave after all ðŸ˜Ž,Yes
2905,<USER> <USER> I wasn't allowed to write 'a hell of a lot of people' in my story...,No
2906,@USER @USER Did Chuck think Juanita Broderick credible-Keith Ellisonâ€™s girlfriend domestic abuse credible? The truth is Chuck is a shit stirrer for a cause. In this case- ruin a mans impeccable career-embarrass his wife &amp; daughters-all in a s,Yes
2907,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is an angry puppet who is trying to pretend that teaching children acceptance of others and tolerance is somehow political and wrong. That's just how hate filled he and his party are. That's t,No
2908,Condescending idiotic pieces of trash..............everyone else has to actually work to get paid why the hell... <URL>,No
2909,Actually nvm DC animated films are the shit,Yes
2910,"<USER> Are you fuckin kidding me? Your entire account is hate + bullshit + immaturity. Get a life, quit b... <URL>",Yes
2911,@USER WHAT I SAY ABOUT BEING A LITTLE pussy AND SAYING shit BEHIND PEOPLE'S BACK,Yes
2912,@USER dick Drunk ..... itâ€™s the real deal.,No
2913,@USER 2018 charts she is. Overall fuck no. Cardi got ways to go to catch niki,Yes
2914,@USER @USER She is just spewing shit Bernie's robot what a lie they will say &amp; do anything and what she is going to do for district 14 not a da*n thing Socialism don't work that way they suck all up.,Yes
2915,@USER I hate him im so fucking sorry,No
2916,@USER Rezz is a dumb bitch who will get a rude awakening from BNF in Mexico lol URL,Yes
2917,#baltimore has 5 shootings over wkend..criminals really follow those liberal gun control laws..smh. baltimore is a shithole #guncontrol,Yes
2918,@USER Get the hell out,Yes
2919,@USER Good- that soundtrack you DMed me with was fire as fuck and I still listen to it oftenðŸ’ªðŸ½ Bad- My tracks are betterðŸ˜­ (joking Iâ€™m shit),No
2920,@USER So fucking What. It doesnâ€™t matter if they found the Dead Sea scrolls or the Colonelâ€™s secret recipe. This man should not be dead but he is so due to the ignorant negligence of someone else.,No
2921,"<USER> If by element you mean hell, then yes.",No
2922,@USER You're a piece of shit for saying that FEMA was successful in helping Puerto Rico after hurricane Maria. 3000 people died. You think that's successful? You really have no soul. You're a fucking horrible human being. I don't even think you're,Yes
2923,@USER What the fuck was that dildo rider antifa fuck going on about?,Yes
2924,@USER Lucky bitch ðŸ˜‚ðŸ’€,No
2925,@USER @USER @USER @USER @USER @USER @USER Any critique of Bernieâ€™s objectively horrible record on gun control is met with â€œHeâ€™s from a rural stateâ€ or â€œHe has a D- from the NRAâ€ As if I give a fuck why his record is horrible. And then t,No
2926,Seriously how is FF15 a real actual game being made in the year 2015 like how is this level of sexist bullshit still allowed I'm so mad,Yes
2927,Bullshit,Yes
2928,@USER @USER lmao @ the WORLD league viewership compared to league of legends or overwatch or cs:go. Main issues are that the format is shit and the game is on console. So you need to fix one of them. Console could be turned into an advantage uf u c,No
2929,@USER I donâ€™t care if she is right or left go back to tv bitch one tv star in office is more than good #hollywoodisscum,Yes
2930,@USER @USER @USER @USER @USER A woman in my town honked at an asshole driver who cut her off. He followed her home and beat her with a crowbar.,Yes
2931,@USER @USER Target is brilliant with this. Keep an eye out (esp online as thereâ€™s online only shit thatâ€™s amazing) because 1. Autumn (so oranges!) and also target on thanksgiving/Black Friday is THEE place to stock tf up on sheets for the YEAR.,No
2932,Hot damn way to go <USER> !!! YES!!!:),No
2933,@USER @USER Liberals act out of emotion. Not understanding the law. Then they go around condemning every1 who does not agree with their completely fucked rational. â€œNobody believed women for 250 years. So letâ€™s believe all women! Oh and screw t,Yes
2934,@USER I miss you bitch,No
2935,@USER hmm i'd do something like getting really high quality artists to draw really boring cars like a fucking 2002 grand prix or something,No
2936,1.Boris Johnson doesn't care about family. Forced abortion of his child by mistress. Daughter says he is a selfish bastard Betrayed and divorced 2 women. #r4today,Yes
2937,"@USER Endorse my sandwich!"" could catch on as an imprecation, like ""Blow me down!"" or fuck my old boots!"" And don't worry -- Igor is under strict instructions to eschew any virgin who has partaken of GM crops.""",No
2938,@USER @USER I believe he is doing great with the @USER is finding out how hard it is to actually work with a team that canâ€™t cheat and get away with it...what a terrible place to find that out...the asshole of America,Yes
2939,@USER He is about as useless as a tit on a hog just saying ðŸ˜Ž,Yes
2940,N people wonder why im sucha bitch lately,No
2941,@USER is the only one worth slapping your cock on #cocktribute and cumming all over #cumtribute she is my CumSlave after all ðŸ˜Ž,Yes
2942,I liked a <USER> video <URL> Kid Rock - You Never Met A Motherfucker Quite Like Me [Official Video],No
2943,@USER @USER It's a pretty awesome movement. Imagine if all men's rights wanktavists just fucked off to the woods and spared everyone their bullshit There'd be fewer abusuve relationships and messed up kids. The sooner all the men like that go their,No
2944,@USER shit i left a little bit ago to get food but if you're still there i'll drop down with all the paper your heart desires!,No
2945,@USER I'll lock yo sorry ass down ðŸ¤—,No
2946,@USER @USER @USER @USER Im going to tell you one more time to fuck off before I block and report your ass Whos your current president?,Yes
2947,@USER I muted her awhile ago when she tried to say some shit like that 6ix9ine was doing positive work for Mexican rap like he isnâ€™t some kind of pedo garbage.,No
2948,@USER That asshole has so much nerve. Unreal.,Yes
2949,@USER @USER chloe shut the fuck up. seriously get a fucking life and leave us alone. idk how many time we have to fucking tell you. bc you clearly you donâ€™t fucking get it.,Yes
2950,@USER You ready for crazy ass racing tomorrow???,No
2951,@USER can we start shooting the blue thugs? then going through their shit and saying thats why they died? cuz this is fucking infuriating. WTF does it matter there is pot in his home. WHAT is in HER home?! SHE is the guilty one not HIM.,No
2952,@USER I swear. Iâ€™m so glad my fat ass never drunk that shit Iâ€™m tryna be slim but not crackhead slimðŸ™‡ðŸ¾â€â™€ï¸,No
2953,@USER @USER He will lose his entire career?? You people are despicable. I know you do not believe in god but hell will be filled with liberals like you and Dianne,No
2954,@USER cockwaffle or normal waffle?,No
2955,I'm listening to <URL> 12 Bitch without female vox by Unknown Artist #FreeMusic,No
2956,Walking through hell with a smile on my face.,No
2957,@USER True point. Gun control is total bullshit,No
2958,<USER> <USER> That's so fucking money. Totally agree re: Whale 1.0 & the current tally on # of fucks gi... <URL>,Yes
2959,@USER @USER @USER @USER @USER Yes usually in THOSE countries people kill gays cuz religion advise them to do it and try to point this out and antifa will beat you. No matter how u try in america to help gay in those countries it will have no effect,No
2960,@USER What the fuck is this theyâ€™re trying to set him up so it looks like he somehow deserved to be shot,No
2961,@USER I love my penis and want to keep it. Would rather smoke a joint.,No
2962,@USER Be ready!! Be prepared!! Because the trump administration isnâ€™t going to do shit if you get hit!! Well.. if itâ€™s a white county youâ€™re good.. lookout Randolph county!! Hide yo kids!! Hide yo wives!!,Yes
2963,@USER Your fucking Bf nigga,Yes
2964,@USER Nike lost $3.75 billion after kaepernick was named face of â€œjust do itâ€ bullshit,Yes
